title,DOI,abstract,processed_abstract
Arming Ru with Oxygen-Vacancy-Enriched RuO2 Sub-Nanometer Skin Activates Superior Bifunctionality for pH-Universal Overall Water Splitting,http://dx.doi.org/10.1002/adma.202206351,"Water electrolysis has been expected to assimilate the renewable yet intermediate energy_derived electricity for green H2 production. However, current benchmark anodic catalysts of Ir/Ru_based compounds suffer severely from poor dissolution resistance. Herein, an effective modification strategy is proposed by arming a sub_nanometer RuO2 skin with abundant oxygen vacancies to the interconnected Ru clusters/carbon hybrid microsheet (denoted as Ru@V_RuO2/C HMS), which can not only inherit the high hydrogen evolution reaction (HER) activity of the Ru, but more importantly, activate the superior activity toward the oxygen evolution reaction (OER) in both acid and alkaline conditions. Outstandingly, it can achieve an ultralow overpotential of 176/201 mV for OER and 46/6 mV for the HER to reach 10 mA cm_2 in acidic and alkaline solution, respectively. Inspiringly, the overall water splitting can be driven with an ultrasmall cell voltage of 1.467/1.437 V for 10 mA cm_2 in 0.5 m H2SO4/1.0 m KOH, respectively. Density functional theory calculations reveal that armoring the oxygen_vacancy_enriched RuO2 exoskeleton can cooperatively alter the interfacial electronic structure and make the adsorption behavior of hydrogen and oxygen intermediates much close to the ideal level, thus simultaneously speeding up the hydrogen evolution kinetics and decreasing the energy barrier of oxygen release.",water electrolysis expect assimilate renewable intermediate energyderive electricity green h2 production current benchmark anodic catalyst irrubase compound suffer severely poor dissolution resistance effective modification strategy propose arm subnanometer ruo2 skin abundant oxygen vacancy interconnect ru clusterscarbon hybrid microsheet denote ruvruo2c hms inherit high hydrogen evolution reaction activity ru importantly activate superior activity oxygen evolution reaction acid alkaline condition outstandingly achieve ultralow overpotential 176201 mv 466 mv reach 10 ma cm2 acidic alkaline solution respectively inspiringly overall water splitting drive ultrasmall cell voltage 14671437 v 10 ma cm2 05 m h2so410 m koh respectively density functional theory calculation reveal armor oxygenvacancyenriche ruo2 exoskeleton cooperatively alter interfacial electronic structure adsorption behavior hydrogen oxygen intermediate close ideal level simultaneously speed hydrogen evolution kinetic decrease energy barrier oxygen release
Electrochemical C-N coupling of CO2 and nitrogenous small molecules for the electrosynthesis of organonitrogen compounds,http://dx.doi.org/10.1039/d2cs00381c,"Electrochemical C_N coupling reactions based on abundant small molecules (such as CO2 and N2) have attracted increasing attention as a new ¡°green synthetic strategy¡± for the synthesis of organonitrogen compounds, which have been widely used in organic synthesis, materials chemistry, and biochemistry. The traditional technology employed for the synthesis of organonitrogen compounds containing C_N bonds often requires the addition of metal reagents or oxidants under harsh conditions with high energy consumption and environmental concerns. By contrast, electrosynthesis avoids the use of other reducing agents or oxidants by utilizing ¡°electrons¡±, which are the cleanest ¡°reagent¡± and can reduce the generation of by-products, consistent with the atomic economy and green chemistry. In this study, we present a comprehensive review on the electrosynthesis of high value-added organonitrogens from the abundant CO2 and nitrogenous small molecules (N2, NO, NO2_, NO3_, NH3, etc.) via the C_N coupling reaction. The associated fundamental concepts, theoretical models, emerging electrocatalysts, and value-added target products, together with the current challenges and future opportunities are discussed. This critical review will greatly increase the understanding of electrochemical C_N coupling reactions, and thus attract research interest in the fixation of carbon and nitrogen.",electrochemical cn couple reaction base abundant small molecule co2 n2 attract increase attention new ¡ ° green synthetic strategy¡± synthesis organonitrogen compound widely use organic synthesis material chemistry biochemistry traditional technology employ synthesis organonitrogen compound contain cn bond require addition metal reagent oxidant harsh condition high energy consumption environmental concern contrast electrosynthesis avoid use reduce agent oxidant utilize ¡ ° electrons¡± clean ¡ ° reagent¡± reduce generation byproduct consistent atomic economy green chemistry study present comprehensive review electrosynthesis high valueadde organonitrogen abundant co2 nitrogenous small molecule n2 no2 no3 nh3 etc cn couple reaction associate fundamental concept theoretical model emerge electrocatalyst valueadde target product current challenge future opportunity discuss critical review greatly increase understand electrochemical cn couple reaction attract research interest fixation carbon nitrogen
"Electrocatalytic seawater splitting: Nice designs, advanced strategies, challenges and perspectives",http://dx.doi.org/10.1016/j.mattod.2023.08.024,"H2 has a sufficiently high energy density and a combustion process that emits no carbon, therefore being an appealing storable alternative to fossil fuels. With evident advantages of seawater resources available worldwide, electrochemically making H2 from seawater holds a great development prospect towards the global deployment of H2-based energy plants. However, with current water splitting technologies, this is not an easy task, and the primary obstacle is impurities in natural seawater including halide salts, magnesium salts, organic matter, etc., which readily cause the electrocatalysis systems to shut down. We herein present a timely review of seawater electrolysis systems at both labscale fundamental research and pilot-scale reactor level on the basis of most representative studies. We analyze some of the crucial experimental details that are frequently ignored, such as seawater treatments, product detection, electrode assembly, reactors, electrolyte feeding modes, etc. We then systematically emphasize the latest and representative strategies and catalytic materials designs as well as whether corresponding electrodes are genuinely stable as two key quests to find out truly reliable and exploitable electrode engineering. Gas release behaviors/kinetics at high reaction rates are highlighted as well. In addition, we introduce valuable contents like how to learn from ocean life for electrocatalytic system design. We conclude by taking a look at the future research directions and opportunities for encouraging more practical applications of seawater electrolysis systems/ technologies.",h2 sufficiently high energy density combustion process emit carbon appeal storable alternative fossil fuel evident advantage seawater resource available worldwide electrochemically h2 seawater hold great development prospect global deployment h2based energy plant current water splitting technology easy task primary obstacle impurity natural seawater include halide salt magnesium salt organic matter etc readily electrocatalysis system shut present timely review seawater electrolysis system labscale fundamental research pilotscale reactor level basis representative study analyze crucial experimental detail frequently ignore seawater treatment product detection electrode assembly reactor electrolyte feeding mode etc systematically emphasize late representative strategy catalytic material design corresponding electrode genuinely stable key quest find truly reliable exploitable electrode engineering gas release behaviorskinetic high reaction rate highlight addition introduce valuable content like learn ocean life electrocatalytic system design conclude look future research direction opportunity encourage practical application seawater electrolysis system technology
Strategies to save energy in the context of the energy crisis: a review,http://dx.doi.org/10.1007/s10311-023-01591-5,"New technologies, systems, societal organization and policies for energy saving are urgently needed in the context of accelerated climate change, the Ukraine conflict and the past coronavirus disease 2019 pandemic. For instance, concerns about market and policy responses that could lead to new lock-ins, such as investing in liquefied natural gas infrastructure and using all available fossil fuels to compensate for Russian gas supply cuts, may hinder decarbonization efforts. Here we review energy-saving solutions with a focus on the actual energy crisis, green alternatives to fossil fuel heating, energy saving in buildings and transportation, artificial intelligence for sustainable energy, and implications for the environment and society. Green alternatives include biomass boilers and stoves, hybrid heat pumps, geothermal heating, solar thermal systems, solar photovoltaics systems into electric boilers, compressed natural gas and hydrogen. We also detail case studies in Germany which is planning a 100% renewable energy switch by 2050 and developing the storage of compressed air in China, with emphasis on technical and economic aspects. The global energy consumption in 2020 was 30.01% for the industry, 26.18% for transport, and 22.08% for residential sectors. 10_40% of energy consumption can be reduced using renewable energy sources, passive design strategies, smart grid analytics, energy-efficient building systems, and intelligent energy monitoring. Electric vehicles offer the highest cost-per-kilometer reduction of 75% and the lowest energy loss of 33%, yet battery-related issues, cost, and weight are challenging. 5_30% of energy can be saved using automated and networked vehicles. Artificial intelligence shows a huge potential in energy saving by improving weather forecasting and machine maintenance and enabling connectivity across homes, workplaces, and transportation. For instance, 18.97_42.60% of energy consumption can be reduced in buildings through deep neural networking. In the electricity sector, artificial intelligence can automate power generation, distribution, and transmission operations, balance the grid without human intervention, enable lightning-speed trading and arbitrage decisions at scale, and eliminate the need for manual adjustments by end-users.",new technology system societal organization policy energy saving urgently need context accelerate climate change ukraine conflict past coronavirus disease 2019 pandemic instance concern market policy response lead new lockin invest liquefy natural gas infrastructure use available fossil fuel compensate russian gas supply cut hinder decarbonization effort review energysave solution focus actual energy crisis green alternative fossil fuel heating energy save building transportation artificial intelligence sustainable energy implication environment society green alternative include biomass boiler stove hybrid heat pump geothermal heating solar thermal system solar photovoltaic system electric boiler compress natural gas hydrogen detail case study germany plan 100 renewable energy switch 2050 develop storage compress air china emphasis technical economic aspect global energy consumption 2020 3001 industry 2618 transport 2208 residential sector 1040 energy consumption reduce use renewable energy source passive design strategy smart grid analytic energyefficient building system intelligent energy monitor electric vehicle offer high costperkilometer reduction 75 low energy loss 33 batteryrelate issue cost weight challenge 530 energy save use automate networked vehicle artificial intelligence huge potential energy save improve weather forecasting machine maintenance enable connectivity home workplace transportation instance 18974260 energy consumption reduce build deep neural networking electricity sector artificial intelligence automate power generation distribution transmission operation balance grid human intervention enable lightningspeed trading arbitrage decision scale eliminate need manual adjustment enduser
The reformation of catalyst: From a trial-and-error synthesis to rational design,http://dx.doi.org/10.1007/s12274-023-6037-8,"The appropriate catalysts can accelerate the reaction rate and effectively boost the efficient conversion of various molecules, which is of great importance in the study of chemistry, chemical industry, energy, materials and environmental science. Therefore, efficient, environmentally friendly, and easy to operate synthesis methods have been used to prepare various types of catalysts. Although previous studies have reported the synthesis and characterization of the aforementioned catalysts, more still remain in trial and error methods, without in-depth consideration and improvement of traditional synthesis methods. Here, we comprehensively summarize and compare the preparation methods of the trial-and-error synthesis strategy, structure-activity relationships and density functional theory (DFT) guided catalysts rational design for nanomaterials and atomically dispersed catalysts. We also discuss in detail the utilization of the nanomaterials and single atom catalysts for converting small molecules (H2O, O2, CO2, N2, etc.) into value-added products driven by electrocatalysis, photocatalysis, and thermocatalysis. Finally, the challenges and outlooks of mass preparation and production of efficient and green catalysts through conventional trial and error synthesis and DFT theory are featured in accordance with its current development.",appropriate catalyst accelerate reaction rate effectively boost efficient conversion molecule great importance study chemistry chemical industry energy material environmental science efficient environmentally friendly easy operate synthesis method use prepare type catalyst previous study report synthesis characterization aforementione catalyst remain trial error method indepth consideration improvement traditional synthesis method comprehensively summarize compare preparation method trialanderror synthesis strategy structureactivity relationship density functional theory dft guide catalyst rational design nanomaterial atomically disperse catalyst discuss detail utilization nanomaterial single atom catalyst convert small molecule h2o o2 co2 n2 etc valueadde product drive electrocatalysis photocatalysis thermocatalysis finally challenge outlook mass preparation production efficient green catalyst conventional trial error synthesis dft theory feature accordance current development
Highly efficient adsorption and removal bio-staining dye from industrial wastewater onto mesoporous Ag-MOFs,http://dx.doi.org/10.1016/j.psep.2023.02.036,"Adsorption is an effective and promising approach for removing pollutants from wastewater. Too many hazardous colors were unintentionally released into the water, which had a negative impact on the environment. A popular textile dye is malachite green (MG). Thus, in this work, an environmentally acceptable inorganic-organic Ag metal-organic framework-based technique to remove colors from industrial water was developed (Ag-MOF). The sorbent was analyzed in the first section of the work using SEM, XPS, XRD, FT-IR, pHpzc, and BET, which confirmed that the Ag-MOF had the BET surface area, is 676 m2/g, which is a significant surface area. In a later stage, the sorption properties of the dye were examined along with the effects of pH, sorbent dosage, temperature, and ionic strength; the sorption isotherms and uptake kinetics were examined: As opposed to the kinetic profile, Isotherm profiles are well-fit by the Langmuir equation and can be modeled by the pseudo-second order rate equation. The outcomes further demonstrated that MG was mostly adsorbed onto Ag-MOF adsorbent by electrostatic attraction forces, hydrogen bonding, ion exchange, and pore filling. 2.25 mmol/g was found to be the greatest adsorption effectiveness of MG onto Ag-MOF adsorbent. (i.e. 809.71 mg/g). Adsorbent dosage, solution pH, temperature, and time were the four adsorption process parameters that were tuned using Box-Behnken design (BBD) in response surface methodology (RSM). The (¦¤H¡ã), (¦¤S¡ã), and (¦¤G¡ã) MG dye was endothermically and spontaneously extracted using Ag-MOF as an adsorbent, according to the specifications. Up to five cycles of adsorption-desorption, the synthesised Ag-MOF adsorbent demonstrates exceptional render ability and cyclability. The produced adsorbent's efficacy for purifying wastewater samples at a laboratory scale was assessed as a proof of concept. Study the mechanism of interaction between the Ag-MOF and MG as it could be take place through ¦Ð-¦Ð interaction, pore filling, H-Bonding or electrostatic interaction. The mesoporous Ag-MOF adsorbent offered a simple and effective way to handle water filtering and industrial wastewater management. According to our research, this work is the first to explain how to remove MG dye from wastewater samples using Ag-MOF adsorbents.",adsorption effective promise approach remove pollutant wastewater hazardous color unintentionally release water negative impact environment popular textile dye malachite green mg work environmentally acceptable inorganicorganic ag metalorganic frameworkbase technique remove color industrial water develop agmof sorbent analyze section work use sem xps xrd ftir phpzc bet confirm agmof bet surface area 676 m2 g significant surface area later stage sorption property dye examine effect ph sorbent dosage temperature ionic strength sorption isotherm uptake kinetic examine oppose kinetic profile isotherm profile wellfit langmuir equation model pseudosecond order rate equation outcome far demonstrate mg adsorb agmof adsorbent electrostatic attraction force hydrogen bonding ion exchange pore fill 225 mmolg find great adsorption effectiveness mg agmof adsorbent ie 80971 mgg adsorbent dosage solution ph temperature time adsorption process parameter tune use boxbehnken design bbd response surface methodology rsm ¦ ¤h¡ã ¦ ¤s¡ã ¦ ¤g¡ã mg dye endothermically spontaneously extract use agmof adsorbent accord specification cycle adsorptiondesorption synthesise agmof adsorbent demonstrate exceptional render ability cyclability produce adsorbent efficacy purify wastewater sample laboratory scale assess proof concept study mechanism interaction agmof mg place ¦ ð ¦ ð interaction pore fill hbonde electrostatic interaction mesoporous agmof adsorbent offer simple effective way handle water filter industrial wastewater management accord research work explain remove mg dye wastewater sample use agmof adsorbent
"Environmental impact of renewable energy source based electrical power plants: Solar, wind, hydroelectric, biomass, geothermal, tidal, ocean, and osmotic",http://dx.doi.org/10.1016/j.rser.2022.112279,"Renewable energy source (RES) based electrical power plants are widely considered green and clean due to their contribution to decarbonizing the energy sectors. It is apparent that RESs do not produce carbon dioxide, however their significant negative impacts on the environment are still found and cannot be ignored. In this paper, the environmental impacts of RES based power plants are analyzed through a comprehensive review considering solar thermal, solar photovoltaic, wind, biomass, geothermal, hydroelectric, tidal, ocean current, oceanic wave, ocean thermal, and osmotic effects. Solar thermal power is well known as concentrated solar power. A strength, weakness, opportunity, and threat (SWOT) analysis is carried out and discussed for all RES based power plants. Comparative SWOT analyses for solar photovoltaic and concentrated solar power plants are presented. The comparative environmental impact analyses for all existing RES based power plants are tabulated for various attributes. These attributes include but are not limited to human health, noise, pollution, greenhouse gas emission, ozone layer depletion, toxification, flooding, impact on inhabitants, eutrophication, dried up rivers, and deforestation. Based on the analysis, it is found that careful selection of RES for electrical power plants is necessary because improper utilization of RES could be very harmful for the environment.",renewable energy source base electrical power plant widely consider green clean contribution decarbonize energy sector apparent ress produce carbon dioxide significant negative impact environment find ignore paper environmental impact base power plant analyze comprehensive review consider solar thermal solar photovoltaic wind biomass geothermal hydroelectric tidal ocean current oceanic wave ocean thermal osmotic effect solar thermal power know concentrate solar power strength weakness opportunity threat swot analysis carry discuss base power plant comparative swot analysis solar photovoltaic concentrate solar power plant present comparative environmental impact analysis exist base power plant tabulate attribute attribute include limit human health noise pollution greenhouse gas emission ozone layer depletion toxification flooding impact inhabitant eutrophication dry river deforestation base analysis find careful selection electrical power plant necessary improper utilization harmful environment
Bacterial Growth-Induced Tobramycin Smart Release Self-Healing Hydrogel for Pseudomonas aeruginosa-Infected Burn Wound Healing,http://dx.doi.org/10.1021/acsnano.2c05557,"Burns are a common health problem worldwide and are highly susceptible to bacterial infections that are dificult to handle with ordinary wound dressings. Therefore, burn wound repair is extremely challenging in clinical practice. Herein, a series of self-healing hydrogels (QCS/OD/TOB/PPY@PDA) with good electrical conductivity and antioxidant activity were prepared on the basis of quaternized chitosan (QCS), oxidized dextran (OD), tobramycin (TOB), and polydopaminecoated polypyrrole nanowires (PPY@PDA NWs). These Schif base crosslinks between the aminoglycoside antibiotic TOB and OD enable TOB to be slowly released and responsive to pH. Interestingly, the acidic substances during the bacteria growth process can induce the on-demand release of TOB, avoiding the abuse of antibiotics. The antibacterial results showed that the QCS/OD/TOB/PPY@PDA9 hydrogel could kill high concentrations of Pseudomonas aeruginosa (PA), Staphylococcus aureus, and Escherichia coli in a short time and showed a bactericidal efect for up to 11 days in an agar plate difusion experiment, while showing good in vivo antibacterial activity. Excellent and long-lasting antibacterial properties make it suitable for severely infected wounds. Furthermore, the incorporation of PPY@PDA endowed the hydrogel with near-infrared (NIR) irradiation assisted bactericidal activity of drug-resistant bacteria, conductivity, and antioxidant activity. Most importantly, in the PA-infected burn wound model, the QCS/OD/TOB/PPY@PDA9 hydrogel more efectively controlled wound inflammation levels and promoted collagen deposition, vascular generation, and earlier wound closure compared to Tegaderm dressings. Therefore, the TOB smart release hydrogels with on-demand delivery are extremely advantageous for bacterial-infected burn wound healing.",burn common health problem worldwide highly susceptible bacterial infection dificult handle ordinary wound dress burn wound repair extremely challenging clinical practice series selfheale hydrogel qcsodtobppypda good electrical conductivity antioxidant activity prepare basis quaternize chitosan qcs oxidize dextran od tobramycin tob polydopaminecoate polypyrrole nanowire ppypda nws schif base crosslink aminoglycoside antibiotic tob od enable tob slowly release responsive ph interestingly acidic substance bacteria growth process induce ondemand release tob avoid abuse antibiotic antibacterial result qcsodtobppypda9 hydrogel kill high concentration pseudomonas aeruginosa pa staphylococcus aureus escherichia coli short time bactericidal efect 11 day agar plate difusion experiment good vivo antibacterial activity excellent longlaste antibacterial property suitable severely infect wound furthermore incorporation ppypda endow hydrogel nearinfrare nir irradiation assist bactericidal activity drugresistant bacteria conductivity antioxidant activity importantly painfecte burn wound model qcsodtobppypda9 hydrogel efectively control wound inflammation level promote collagen deposition vascular generation early wound closure compare tegaderm dress tob smart release hydrogel ondemand delivery extremely advantageous bacterialinfecte burn wound healing
The economics and the environmental benignity of different colors of hydrogen,http://dx.doi.org/10.1016/j.ijhydene.2022.02.094,"Due to the increasing greenhouse gas emissions, as well as due to the rapidly increasing use of renewable energy sources in the electricity generation over the last years, interest in hydrogen is rising again. Hydrogen can be used as a storage for renewable energy balancing the whole energy systems, and contributing to the decarbonization of the energy system, especially of the industry and the transport sector. The major objective of this paper is to discuss various ways of hydrogen production depending on the primary energy sources used. Moreover, the economic and environmental performance of three major hydrogen colors, as well as major barriers for faster deployment in fuel cell vehicles, are analyzed. The major conclusion is that the full environmental benefits of hydrogen use are highly dependent on the hydrogen production methods and primary sources used. Only green hydrogen with electricity from wind, PV and hydro has truly low emissions. All other sources like blue hydrogen with CCUS or electrolysis using the electricity grid have substantially higher emissions, coming close to grey hydrogen production. Another conclusion is that it is important to introduce an international market for hydrogen to lower costs and to produce hydrogen where conditions are best. Finally, the major open question remaining is whether _ including all external costs of all energy carriers, hydrogen of any color may become economically competitive in any sector of the energy system. The future success of hydrogen is very dependent on technological development and resulting cost reductions, as well as on future priorities and the corresponding policy framework. The policy framework should support the shift from grey to green hydrogen.",increase greenhouse gas emission rapidly increase use renewable energy source electricity generation year interest hydrogen rise hydrogen use storage renewable energy balance energy system contribute decarbonization energy system especially industry transport sector major objective paper discuss way hydrogen production depend primary energy source use economic environmental performance major hydrogen color major barrier fast deployment fuel cell vehicle analyze major conclusion environmental benefit hydrogen use highly dependent hydrogen production method primary source use green hydrogen electricity wind pv hydro truly low emission source like blue hydrogen ccus electrolysis use electricity grid substantially high emission come close grey hydrogen production conclusion important introduce international market hydrogen low cost produce hydrogen condition good finally major open question remain include external cost energy carrier hydrogen color economically competitive sector energy system future success hydrogen dependent technological development result cost reduction future priority correspond policy framework policy framework support shift grey green hydrogen
Optimal economic scheduling of microgrids considering renewable energy sources based on energy hub model using demand response and improved water wave optimization algorithm,http://dx.doi.org/10.1016/j.est.2022.105311,"Unpredictable nature of renewable energy sources puts power system operators in different conditions in terms of maintaining the system reliability. Microgrids (MGs) can provide an effective solution for the problems of grid-connected renewable energy sources due to their tuning capability and flexibility. In this study, a stochastic optimization strategy was proposed for participating in energy market operations considering demand response (DR). The results indicated the operating cost decreased when the MG implemented DR programs. Also, DR program could shift energy consumption from on- to off-peak hours and flatten the load curve. Therefore, a scheduling model was presented for the operation of energy carriers and reserves considering security constraints of power and natural gas grids in interconnected hubs as well as responsive load participation using the developed water wave optimization (WWO) algorithm. The objective function of this model aimed to minimize the operating cost of sources to supply electrical and thermal loads applied to the proposed MG. WWO is a meta-heuristic algorithm inspired by the behavior of water waves. The waves formed on the sea surface have complex, but interesting, relationships that can be used to solve optimization problems. In this algorithm, each problem solution is encoded as a water wave and undergoes changes in the problem search space based on three behaviors of propagation, refraction, and decay of water waves or problem solutions. The simplicity of the structure of this method, elitism and the ability to escape from local points due to the existence of different search operators and the mutation of generations have led to the use of this method. The results indicated a decline in operating costs through electrical and thermal responsive load participation and thermal energy storage system. Results of the proposed model revealed a correlation between the electricity price and natural gas consumption, indicating multi-carrier energy grids should be examined and optimized simultaneously.",unpredictable nature renewable energy source power system operator different condition term maintain system reliability microgrid mgs provide effective solution problem gridconnecte renewable energy source tune capability flexibility study stochastic optimization strategy propose participate energy market operation consider demand response dr result indicate operating cost decrease mg implement dr programs dr program shift energy consumption offpeak hour flatten load curve scheduling model present operation energy carrier reserve consider security constraint power natural gas grid interconnect hub responsive load participation use develop water wave optimization wwo algorithm objective function model aim minimize operating cost source supply electrical thermal load apply propose mg wwo metaheuristic algorithm inspire behavior water wave wave form sea surface complex interesting relationship use solve optimization problem algorithm problem solution encode water wave undergo change problem search space base behavior propagation refraction decay water wave problem solution simplicity structure method elitism ability escape local point existence different search operator mutation generation lead use method result indicate decline operating cost electrical thermal responsive load participation thermal energy storage system result propose model reveal correlation electricity price natural gas consumption indicate multicarri energy grid examine optimize simultaneously
"A comprehensive study of renewable energy sources: Classifications, challenges and suggestions",http://dx.doi.org/10.1016/j.esr.2022.100939,"A B S T R A C T Renewable energy (RE) is the key element of sustainable, environmentally friendly, and cost-effective electricity generation. An official report by International Energy Agency (IEA) states that the demand on fossil fuel usage to generate electricity has started to decrease since year 2019, along with the rise of RE usage to supply global energy demands. Researches on RE technologies are continuously growing in order to enhance the performance of RE generation, especially in term of energy conversion efficiency. The aim of this review paper is to understand and study further the current RE technologies such as solar energy, hydro energy, wind energy, bioenergy, geothermal energy, and hydrogen energy. Several hybrid RE technologies have been also studied and compared, to improve the overall performance of RE in generating electricity. Lastly, suggestions are provided for the purpose to solve and overcome the challenges and limitations of RE technologies in terms of economy, technical, and energy conversion efficiency.",b s t r c t renewable energy key element sustainable environmentally friendly costeffective electricity generation official report international energy agency iea state demand fossil fuel usage generate electricity start decrease year 2019 rise usage supply global energy demand research technology continuously grow order enhance performance generation especially term energy conversion efficiency aim review paper understand study far current technology solar energy hydro energy wind energy bioenergy geothermal energy hydrogen energy hybrid technology study compare improve overall performance generate electricity lastly suggestion provide purpose solve overcome challenge limitation technology term economy technical energy conversion efficiency
"Data-driven probabilistic machine learning in sustainable smart energy/smart energy systems: Key developments, challenges, and future research opportunities in the context of smart grid paradigm",http://dx.doi.org/10.1016/j.rser.2022.112128,"The current trend indicates that energy demand and supply will eventually be controlled by autonomous software that optimizes decision-making and energy distribution operations. New state-of-the-art machine learning (ML) technologies are integral in optimizing decision-making in energy distribution networks and systems. This study was conducted on data-driven probabilistic ML techniques and their real-time applications to smart energy systems and networks to highlight the urgency of this area of research. This study focused on two key areas: i) the use of ML in core energy technologies and ii) the use cases of ML for energy distribution utilities. The core energy technologies include the use of ML in advanced energy materials, energy systems and storage devices, energy efficiency, smart energy material manufacturing in the smart grid paradigm, strategic energy planning, integration of renewable energy, and big data analytics in the smart grid environment. The investigated ML area in energy distribution systems includes energy consumption and price forecasting, the merit order of energy price forecasting, and the consumer lifetime value. Cybersecurity topics for power delivery and utilization, grid edge systems and distributed energy resources, power transmission, and distribution systems are also briefly studied. The primary goal of this work was to identify common issues useful in future studies on ML for smooth energy distribution operations. This study was concluded with many energy perspectives on significant opportunities and challenges. It is noted that if the smart ML automation is used in its targeting energy systems, the utility sector and energy industry could potentially save from $237 billion up to $813 billion.",current trend indicate energy demand supply eventually control autonomous software optimize decisionmake energy distribution operation new stateoftheart machine learn ml technology integral optimize decisionmake energy distribution network system study conduct datadriven probabilistic ml technique realtime application smart energy system network highlight urgency area research study focus key area use ml core energy technology ii use case ml energy distribution utility core energy technology include use ml advanced energy material energy system storage device energy efficiency smart energy material manufacture smart grid paradigm strategic energy planning integration renewable energy big datum analytic smart grid environment investigate ml area energy distribution system include energy consumption price forecast merit order energy price forecasting consumer lifetime value cybersecurity topic power delivery utilization grid edge system distribute energy resource power transmission distribution system briefly study primary goal work identify common issue useful future study ml smooth energy distribution operation study conclude energy perspective significant opportunity challenge note smart ml automation use target energy system utility sector energy industry potentially save 237 billion 813 billion
Semi-supervised adversarial discriminative learning approach for intelligent fault diagnosis of wind turbine,http://dx.doi.org/10.1016/j.ins.2023.119496,"A B S T R A C T Wind turbines play a crucial role in renewable energy generation systems and are frequently exposed to challenging operational environments. Monitoring and diagnosing potential faults during their operation is essential for improving reliability and reducing maintenance costs. Supervised learning using data-driven techniques, particularly deep learning, offers a viable approach for developing fault diagnosis models. However, a significant challenge in practical wind power equipment lies in the scarcity of annotated samples required to train these models effectively. This paper proposes a semi-supervised fault diagnosis approach specifically designed for wind turbines, aiming to address this challenge. Initially, a semi-supervised deep neural network is constructed using adversarial learning, where a limited set of annotated samples is used in conjunction with a vast amount of unannotated samples. The health status features present in the unannotated samples are leveraged to capture a generalized representation of the underlying features. Subsequently, a metric learning-guided discriminative features enhancement technique is employed to improve the separability of different manifolds, thereby enhancing the performance of the semi-supervised training process. By employing this methodology, it becomes possible to develop a fault diagnosis model with superior accuracy using only a limited amount of annotated samples. Comprehensive fault diagnosis experiments were conducted on a wind turbine fault dataset, revealing the efficacy and superiority of the presented methodology.",b s t r c t wind turbine play crucial role renewable energy generation system frequently expose challenge operational environment monitor diagnose potential fault operation essential improve reliability reduce maintenance cost supervise learn use datadriven technique particularly deep learning offer viable approach develop fault diagnosis model significant challenge practical wind power equipment lie scarcity annotate sample require train model effectively paper propose semisupervise fault diagnosis approach specifically design wind turbine aim address challenge initially semisupervise deep neural network construct use adversarial learning limit set annotate sample use conjunction vast unannotated sample health status feature present unannotated sample leveraged capture generalize representation underlie feature subsequently metric learningguided discriminative feature enhancement technique employ improve separability different manifold enhance performance semisupervise training process employ methodology possible develop fault diagnosis model superior accuracy use limit annotated sample comprehensive fault diagnosis experiment conduct wind turbine fault dataset reveal efficacy superiority present methodology
Model Predictive Current Control of Nine-Phase Open-End Winding PMSMs With an Online Virtual Vector Synthesis Strategy,http://dx.doi.org/10.1109/TIE.2022.3174241,"The current error is hard to avoid for finite control set model predictive current control (FCS-MPCC) in nine-phase open-end winding permanent magnet synchronous motors. To overcome this problem, an online virtual voltage vector (V  ) synthesis strategy is proposed in this article. First, a group of V  s without harmonic voltage components are designed as the basic vectors for online synthesis. Then, two adjacent basic V  s and a zero vector are used to synthesize a new V  , which can output arbitrary amplitude and phase angle in the fundamental space. The two basic V  s are directly selected from the located sector of the predicted reference voltage vector (RVV), and their duration ratio can be simply calculated according to the angle of the RVV in the sector. In this way, the zero error is realized between the new V  and RVV. Moreover, an online pulse generation algorithm corresponding to the new V  is proposed, which can calculate the symmetrical pulse sequences in real-time for the multiphase OW drive system without the space vector modulator. Finally, experimental results have verified the effectiveness and superiority of the proposed strategy, in comparison to existing FCS-MPCC in multiphase OW motor drive systems.",current error hard avoid finite control set model predictive current control fcsmpcc ninephase openend wind permanent magnet synchronous motor overcome problem online virtual voltage vector v synthesis strategy propose article group v s harmonic voltage component design basic vector online synthesis adjacent basic v s zero vector use synthesize new v output arbitrary amplitude phase angle fundamental space basic v s directly select locate sector predict reference voltage vector rvv duration ratio simply calculate accord angle rvv sector way zero error realize new v rvv online pulse generation algorithm correspond new v propose calculate symmetrical pulse sequence realtime multiphase ow drive system space vector modulator finally experimental result verify effectiveness superiority propose strategy comparison exist fcsmpcc multiphase ow motor drive system
